"Title","Place[Label]","Place[DBpedia abstract]","Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]","Place[Town]","Place[County]","Place[State]","Place[Region]","Place[Country]","Place[Contained In County]","Place[Contained In State]","Place[Contained In Region]","Place[Contained In Country]","Place[Type of Place]","Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]","Place[Homepage]","Place[Latitude]","Place[Longitude]","Place[Coordinates]","Place[Location Source Information]","Free Text"
"Los Angeles, Los Angeles, California, United States","Los Angeles, CA, USA",,"http://dbpedia.org/resource/Los_Angeles","http://en.wikipedia.org/wiki/Los_Angeles","Los Angeles",,"Los Angeles","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/030qb3t","http://mpii.de/yago/resource/Los_Angeles",,,,,,,"34.0522342, -118.2436849",,
"Los Angeles, Los Angeles, California, United States of America","Los Angeles, CA, USA",,"http://dbpedia.org/resource/Los_Angeles","http://en.wikipedia.org/wiki/Los_Angeles","Los Angeles",,"Los Angeles","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/030qb3t","http://mpii.de/yago/resource/Los_Angeles",,,,,,,"34.0522342, -118.2436849",,
"Los Angeles, Los Angeles, California, USA","Los Angeles, CA, USA",,"http://dbpedia.org/resource/Los_Angeles","http://en.wikipedia.org/wiki/Los_Angeles","Los Angeles",,"Los Angeles","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/030qb3t","http://mpii.de/yago/resource/Los_Angeles",,,,,,,"34.0522342, -118.2436849",,
"Los Angeles,Los Angeles Co.,Massachusett","Los Angeles, 6522 Hollywood Blvd, Los Angeles, CA 90028, USA",,"http://dbpedia.org/resource/Los_Angeles","http://en.wikipedia.org/wiki/Los_Angeles","Los Angeles",,"Los Angeles","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/030qb3t","http://mpii.de/yago/resource/Los_Angeles",,,,,,,"34.1014516, -118.3318383",,
"Løsning, Denmark","8723 Løsning, Denmark",,,,"Løsning",,"Hedensted","Central Denmark Region",,"Denmark",,,,,,,,,,,,,,"55.797506, 9.695883",,
"Los Olivos, CA","Los Olivos, CA, USA",,"http://dbpedia.org/resource/Los_Olivos,_California","http://en.wikipedia.org/wiki/Los_Olivos,_California","Los Olivos",,"Santa Barbara","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/06xbrz","http://mpii.de/yago/resource/Los_Olivos,_California",,,,,,,"34.6677172, -120.1150067",,
"Lost City, Hardy, West Virginia, United States","Lost City, Lost River, WV, USA",,,,,,"Hardy","West Virginia",,"United States",,,,,,,,,,,,,,"38.9300666, -78.8340889",,
"Lost Grove Twp, Webster Co., IA.","Lost Grove, IA, USA",,,,,,"Webster","Iowa",,"United States",,,,,,,,,,,,,,"42.2576299, -94.2128337",,
"Lostock Gralam, Cheshire, , England","Lostock Gralam, Cheshire West and Chester, UK",,"http://dbpedia.org/resource/Lostock_Gralam","http://en.wikipedia.org/wiki/Lostock_Gralam","Lostock Gralam",,"Cheshire West and Chester","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0dqh7_","http://mpii.de/yago/resource/Lostock_Gralam",,"http://linkedgeodata.org/triplify/node/243511909#id",,,,,"53.270614, -2.4658509",,
"Title","Place[Label]",,"Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]",,"Place[County]","Place[State]",,"Place[Country]",,,,,,"Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]",,,,"Place[Coordinates]",,"Free Text"
"Loudon Co, KY","Meadows/Loudon, Lexington, KY 40505, USA",,"http://dbpedia.org/resource/Lexington,_Kentucky","http://en.wikipedia.org/wiki/Lexington,_Kentucky","Lexington",,"Fayette","Kentucky",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0d9y6",,,,,,,,"38.0507401, -84.4658304",,
"Loudon Co., Va","Loudon County, 102 Heritage Way NE, Leesburg, VA 20176, USA",,"http://dbpedia.org/resource/Leesburg,_Virginia","http://en.wikipedia.org/wiki/Leesburg,_Virginia","Leesburg",,"Loudoun","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010n34","http://mpii.de/yago/resource/Leesburg,_Virginia",,,,,,,"39.1143349, -77.5406299",,
"Loudon Co., Va, Died of Consumption",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Loudon Co., Va, Died of Pneumonia",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Loudoun Co. Va.","Loudoun, VA, USA",,,,,,"Loudoun","Virginia",,"United States",,,,,,,,,,,,,,"39.076767, -77.6536125",,
"Loudoun Co., Va","Loudoun, VA, USA",,,,,,"Loudoun","Virginia",,"United States",,,,,,,,,,,,,,"39.076767, -77.6536125",,
"Loudoun Co., VA","Loudoun, VA, USA",,,,,,"Loudoun","Virginia",,"United States",,,,,,,,,,,,,,"39.076767, -77.6536125",,
"Loughanabrone, Crusheen, Clare, Ireland","Crusheen, Co. Clare, Ireland",,,,"Crusheen",,"Clare","County Clare",,"Ireland",,,,,,,,,,,,,,"52.9404398, -8.8973094",,
"Louisbourg, Cape Breton, Nova Scotia, Canada","Louisbourg, NS, Canada",,"http://dbpedia.org/resource/Louisbourg,_Nova_Scotia","http://en.wikipedia.org/wiki/Louisbourg,_Nova_Scotia","Louisbourg",,"Cape Breton County","Nova Scotia",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/01hypx","http://mpii.de/yago/resource/Louisbourg,_Nova_Scotia",,,,,,,"45.9221352, -59.9713119",,
"Louisburgh, Co. Mayo, Ireland","Louisburgh, Co. Mayo, Ireland",,"http://dbpedia.org/resource/Louisburgh,_County_Mayo","http://en.wikipedia.org/wiki/Louisburgh,_County_Mayo","Louisburgh",,"Mayo","County Mayo",,"Ireland",,,,,,"http://rdf.freebase.com/ns/m/054fc1","http://mpii.de/yago/resource/Louisburgh,_County_Mayo",,,,,,,"53.7608421, -9.8087736",,
"Louisburgh, County Mayo, Ireland","Louisburgh, Co. Mayo, Ireland",,"http://dbpedia.org/resource/Louisburgh,_County_Mayo","http://en.wikipedia.org/wiki/Louisburgh,_County_Mayo","Louisburgh",,"Mayo","County Mayo",,"Ireland",,,,,,"http://rdf.freebase.com/ns/m/054fc1","http://mpii.de/yago/resource/Louisburgh,_County_Mayo",,,,,,,"53.7608421, -9.8087736",,
"Louisburg, WV","West Virginia, USA",,,,,,,"West Virginia",,"United States",,,,,,,,,,,,,,"38.5976262, -80.4549026",,
", , Louisiana, USA","Louisiana, USA",,,,,,,"Louisiana",,"United States",,,,,,,,,,,,,,"31.2448234, -92.1450245",,
"Louisville, Jefferson, Georgia, United States","Louisville, GA, USA",,"http://dbpedia.org/resource/Louisville,_Georgia","http://en.wikipedia.org/wiki/Louisville,_Georgia","Louisville",,"Jefferson","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rxk5","http://mpii.de/yago/resource/Louisville,_Georgia",,,,,,,"33.0015407, -82.4112377",,
"Louisville, jefferson, Kentucky, United States","Louisville, KY, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2526647, -85.7584557",,
"Louisville, Jefferson, Kentucky, United States","Louisville, KY, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2526647, -85.7584557",,
"Louisville, Jefferson, Kentucky, USA","Louisville, KY, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2526647, -85.7584557",,
"Louisville, Kentucky","Louisville, KY, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2526647, -85.7584557",,
"Louisville, KY","Louisville, KY, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2526647, -85.7584557",,
"Louisville, Pottawatomie, Kansas, United States","Louisville, KS 66547, USA",,"http://dbpedia.org/resource/Louisville,_Kansas","http://en.wikipedia.org/wiki/Louisville,_Kansas","Louisville",,"Pottawatomie","Kansas",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0t9mm","http://mpii.de/yago/resource/Louisville,_Kansas",,,,,,,"39.250274, -96.3147204",,
"Loundon co., Va.","New London Airport, Forest, VA 24551, USA",,"http://dbpedia.org/resource/Forest,_Virginia","http://en.wikipedia.org/wiki/Forest,_Virginia","Forest",,"Bedford","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010lgb","http://mpii.de/yago/resource/Forest,_Virginia",,,,,,,"37.273729, -79.3368349",,
"Loup Creek, Fayette, West Virginia, United States","Millcreek Loop Rd, Plateau, WV 25880, USA",,,,,,"Fayette","West Virginia",,"United States",,,,,,,,,,,,,,"37.884789, -81.156853",,
"Lourdes","Lourdes, France",,"http://dbpedia.org/resource/Lourdes","http://en.wikipedia.org/wiki/Lourdes","Lourdes",,"Hautes-Pyrénées","Midi-Pyrénées",,"France",,,,,,"http://rdf.freebase.com/ns/m/018r3w","http://mpii.de/yago/resource/Lourdes","http://sws.geonames.org/2997395/",,,,,,"43.091463, -0.045726",,
"Lourdes, IA","Lourdes, Elma, IA 50628, USA",,"http://dbpedia.org/resource/Elma,_Iowa","http://en.wikipedia.org/wiki/Elma,_Iowa","Elma",,"Howard","Iowa",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s_fx","http://mpii.de/yago/resource/Elma,_Iowa",,,,,,,"43.262192, -92.2987841",,
"Lourdes, Iowa","Lourdes, Elma, IA 50628, USA",,"http://dbpedia.org/resource/Elma,_Iowa","http://en.wikipedia.org/wiki/Elma,_Iowa","Elma",,"Howard","Iowa",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s_fx","http://mpii.de/yago/resource/Elma,_Iowa",,,,,,,"43.262192, -92.2987841",,
"Lousia, Lawrence, Kentucky, United States","Louisa, KY, USA",,"http://dbpedia.org/resource/Louisa,_Kentucky","http://en.wikipedia.org/wiki/Louisa,_Kentucky","Louisa",,"Lawrence","Kentucky",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tgnz",,,,,,,,"38.1142544, -82.6032119",,
"Louvain,Belgium","Leuven, Belgium",,"http://dbpedia.org/resource/Leuven","http://en.wikipedia.org/wiki/Leuven","Leuven",,"Vlaams Brabant","Vlaams Gewest",,"Belgium",,,,,,"http://rdf.freebase.com/ns/m/0k6bt","http://mpii.de/yago/resource/Leuven","http://sws.geonames.org/2792482/","http://linkedgeodata.org/triplify/node/20935665#id",,,,,"50.877571, 4.704328",,
"Louvres, France,,,,","Louvres, France",,"http://dbpedia.org/resource/Louvres","http://en.wikipedia.org/wiki/Louvres","Louvres",,"Val-d'Oise","Île-de-France",,"France",,,,,,"http://rdf.freebase.com/ns/m/03qllfy","http://mpii.de/yago/resource/Louvres",,,,,,,"49.043002, 2.506288",,
"Love Creek, Sussex, Delaware, United States","Love Creek, Lewes, DE 19958, USA",,"http://dbpedia.org/resource/Lewes,_Delaware","http://en.wikipedia.org/wiki/Lewes,_Delaware","Lewes",,"Sussex","Delaware",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0n0gb","http://mpii.de/yago/resource/Lewes,_Delaware",,,,,,,"38.6971378, -75.1647368",,
"Loveland, Co","Loveland, CO, USA",,"http://dbpedia.org/resource/Loveland,_Colorado","http://en.wikipedia.org/wiki/Loveland,_Colorado","Loveland",,"Larimer","Colorado",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rbpv","http://mpii.de/yago/resource/Loveland,_Colorado",,,,,,,"40.3977612, -105.0749801",,
"Loversall, Yorkshire, England","Loversall, South Yorkshire DN11, UK",,"http://dbpedia.org/resource/Loversall","http://en.wikipedia.org/wiki/Loversall","Loversall",,"South Yorkshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/07k3y6p","http://mpii.de/yago/resource/Loversall",,,,,,,"53.4814979, -1.1363647",,
"Lowell, Middlesex County, MA","Lowell, MA, USA",,"http://dbpedia.org/resource/Lowell,_Massachusetts","http://en.wikipedia.org/wiki/Lowell,_Massachusetts","Lowell",,"Middlesex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0t_3w","http://mpii.de/yago/resource/Lowell,_Massachusetts",,,,,,,"42.6334247, -71.3161718",,
"Lower Clapton, London UK","Lower Clapton, London Borough of Hackney, London E5, UK",,"http://dbpedia.org/resource/London","http://en.wikipedia.org/wiki/London","London",,"Greater London","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04jpl","http://mpii.de/yago/resource/London","http://sws.geonames.org/2643743/","http://linkedgeodata.org/triplify/node/107775#id",,,,,"51.552955, -0.045376",,
"Lowndes CO. MS","Lowndes, MS, USA",,,,,,"Lowndes","Mississippi",,"United States",,,,,,,,,,,,,,"33.473423, -88.4403883",,
"LOWNDES COUNTY MISSISSIPPI","Lowndes, MS, USA",,,,,,"Lowndes","Mississippi",,"United States",,,,,,,,,,,,,,"33.473423, -88.4403883",,
"Lowndes County, Mississippi, USA","Lowndes, MS, USA",,,,,,"Lowndes","Mississippi",,"United States",,,,,,,,,,,,,,"33.473423, -88.4403883",,
"Lowndes County, MS","Lowndes, MS, USA",,,,,,"Lowndes","Mississippi",,"United States",,,,,,,,,,,,,,"33.473423, -88.4403883",,
"Lowndes, Dallas Co, Alb, USA",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Lowndes, Georgia, United States","Lowndes, GA, USA",,,,,,"Lowndes","Georgia",,"United States",,,,,,,,,,,,,,"30.8600022, -83.2934086",,
"Lowndes, Mississippi, United States","Lowndes, MS, USA",,,,,,"Lowndes","Mississippi",,"United States",,,,,,,,,,,,,,"33.473423, -88.4403883",,
"lston cumberland","Ervin Alston Rd, Fayetteville, NC 28306, USA",,"http://dbpedia.org/resource/Fayetteville,_North_Carolina","http://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Fayetteville",,"Cumberland","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yfvf","http://mpii.de/yago/resource/Fayetteville,_North_Carolina",,,,,,,"34.9605482, -78.8411172",,
"Lucas, Ohio, United States","Lucas, OH 44843, USA",,"http://dbpedia.org/resource/Lucas,_Ohio","http://en.wikipedia.org/wiki/Lucas,_Ohio","Lucas",,"Richland","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z18h",,,,,,,,"40.7050579, -82.4182204",,
"Lucas, Ohio, USA","Lucas, OH 44843, USA",,"http://dbpedia.org/resource/Lucas,_Ohio","http://en.wikipedia.org/wiki/Lucas,_Ohio","Lucas",,"Richland","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z18h",,,,,,,,"40.7050579, -82.4182204",,
"Ludlow Castle","Ludlow Castle, Castle Square, Shropshire SY8 1AY, UK",,,,"Castle Square",,"Shropshire",,,"United Kingdom",,,,,,,,,,,,,,"52.3672126, -2.7220204",,
"Ludlow, VT","Ludlow, VT, USA",,"http://dbpedia.org/resource/Ludlow","http://en.wikipedia.org/wiki/Ludlow","Ludlow",,"Windsor","Vermont",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0g2_z",,"http://sws.geonames.org/2643425/","http://linkedgeodata.org/triplify/node/13554386#id",,,,,"43.3958728, -72.7006091",,
"Ludwigsburg","Ludwigsburg, Germany",,"http://dbpedia.org/resource/Ludwigsburg","http://en.wikipedia.org/wiki/Ludwigsburg","Ludwigsburg",,"Stuttgart","Baden-Wurttemberg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/035wpv",,,"http://linkedgeodata.org/triplify/node/30894548#id",,,,,"48.8940624, 9.195464",,
"Ludwigsburg, Germany","Ludwigsburg, Germany",,"http://dbpedia.org/resource/Ludwigsburg","http://en.wikipedia.org/wiki/Ludwigsburg","Ludwigsburg",,"Stuttgart","Baden-Wurttemberg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/035wpv",,,"http://linkedgeodata.org/triplify/node/30894548#id",,,,,"48.8940624, 9.195464",,
"Ludwigslust","Ludwigslust, Germany",,"http://dbpedia.org/resource/Ludwigslust","http://en.wikipedia.org/wiki/Ludwigslust","Ludwigslust",,,"Mecklenburg-Vorpommern",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/010jk5",,"http://sws.geonames.org/2875343/","http://linkedgeodata.org/triplify/node/240051972#id",,,,,"53.3231067, 11.4942586",,
"Lumberton, NC","Lumberton, NC, USA",,"http://dbpedia.org/resource/Lumberton,_North_Carolina","http://en.wikipedia.org/wiki/Lumberton,_North_Carolina","Lumberton",,"Robeson","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yk3p","http://mpii.de/yago/resource/Lumberton,_North_Carolina",,,,,,,"34.6182199, -79.0086424",,
"Lumpkin, Georgia, United States","Lumpkin, GA 31815, USA",,"http://dbpedia.org/resource/Lumpkin,_Georgia","http://en.wikipedia.org/wiki/Lumpkin,_Georgia","Lumpkin",,"Stewart","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rz27","http://mpii.de/yago/resource/Lumpkin,_Georgia",,,,,,,"32.0509895, -84.7990901",,
"Lund","Lund, Sweden",,"http://dbpedia.org/resource/Lund","http://en.wikipedia.org/wiki/Lund","Lund",,"Lund",,,"Sweden",,,,,,"http://rdf.freebase.com/ns/m/03zv2t","http://mpii.de/yago/resource/Lund","http://sws.geonames.org/2693678/","http://linkedgeodata.org/triplify/node/27323968#id",,,,,"55.7046601, 13.1910073",,
"Luneberg County, Blacksburg, VA","Blacksburg, VA, USA",,"http://dbpedia.org/resource/Blacksburg,_Virginia","http://en.wikipedia.org/wiki/Blacksburg,_Virginia","Blacksburg",,"Montgomery","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010n89","http://mpii.de/yago/resource/Blacksburg,_Virginia",,,,,,,"37.2295733, -80.4139393",,
"Lunenberg Co, Virginia, United States","Lunenburg, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9261435, -78.2476146",,
"Lunenburb, Virginia, United States","Lunenburg, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9261435, -78.2476146",,
"Lunenburg","Lunenburg, MA, USA",,"http://dbpedia.org/resource/Lunenburg,_Massachusetts","http://en.wikipedia.org/wiki/Lunenburg,_Massachusetts","Lunenburg",,"Worcester","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m8j_","http://mpii.de/yago/resource/Lunenburg,_Massachusetts",,,,,,,"42.5945273, -71.7245035",,
"Lunenburg, Lunenburg, Virginia, United States","Lunenburg, Loves Mill, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9612967, -78.2660275",,
"Lunenburg, Mass.","Lunenburg, MA, USA",,"http://dbpedia.org/resource/Lunenburg,_Massachusetts","http://en.wikipedia.org/wiki/Lunenburg,_Massachusetts","Lunenburg",,"Worcester","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m8j_","http://mpii.de/yago/resource/Lunenburg,_Massachusetts",,,,,,,"42.5945273, -71.7245035",,
"Lunenburg, Virginia, United States","Lunenburg, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9261435, -78.2476146",,
"Lunenburg, Virginia, USA","Lunenburg, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9261435, -78.2476146",,
"Lunnenburg County, Virginia, United States","Lunenburg, VA, USA",,,,,,"Lunenburg","Virginia",,"United States",,,,,,,,,,,,,,"36.9261435, -78.2476146",,
"Luton, Bedfordshire","Luton, UK",,"http://dbpedia.org/resource/Luton","http://en.wikipedia.org/wiki/Luton","Luton",,"Luton","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0fg6k","http://mpii.de/yago/resource/Luton","http://sws.geonames.org/2643339/",,,,,,"51.8786707, -0.4200255",,
"Luton, Bedfordshire, UK","Luton, UK",,"http://dbpedia.org/resource/Luton","http://en.wikipedia.org/wiki/Luton","Luton",,"Luton","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0fg6k","http://mpii.de/yago/resource/Luton","http://sws.geonames.org/2643339/",,,,,,"51.8786707, -0.4200255",,
"Title","Place[Label]",,"Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]",,"Place[County]","Place[State]",,"Place[Country]",,,,,,"Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]",,,,"Place[Coordinates]",,"Free Text"
"Lyme, Cheshire, , England","Lyme Park, Stockport, Cheshire SK12 2NR, UK",,"http://dbpedia.org/resource/Stockport","http://en.wikipedia.org/wiki/Stockport","Stockport",,"Cheshire",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/01rwf_","http://mpii.de/yago/resource/Stockport","http://sws.geonames.org/2636882/","http://linkedgeodata.org/triplify/node/33079336#id",,,,,"53.3385773, -2.0531332",,
"Lyminster","Lyminster, West Sussex BN17, UK",,"http://dbpedia.org/resource/Lyminster","http://en.wikipedia.org/wiki/Lyminster","Lyminster",,"West Sussex","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/058mrz","http://mpii.de/yago/resource/Lyminster","http://sws.geonames.org/2643310/","http://linkedgeodata.org/triplify/node/29542852#id",,,,,"50.83287, -0.542975",,
"Lynchburg, Moore, Tennessee, United States","Lynchburg, Lynchburg, Moore County, TN 37352, USA",,,,"Lynchburg, Moore County",,"Moore","Tennessee",,"United States",,,,,,,,,,,,,,"35.2831355, -86.3741588",,
"Lynfield, Suffolk Co., Mass.","Lynfield, Auckland, New Zealand",,"http://dbpedia.org/resource/Auckland","http://en.wikipedia.org/wiki/Auckland","Auckland",,"Auckland","Auckland",,"New Zealand",,,,,,"http://rdf.freebase.com/ns/m/012ts",,"http://sws.geonames.org/2193734/","http://linkedgeodata.org/triplify/node/158814891#id",,,,,"-36.9286072, 174.7203099",,
